Timestamp,Open,High,Low,Close,Volume,Date
1502942400.0,301.13,302.57,298.0,301.61,125.66877,2017-08-17 04:00:00.000000000
1502946000.0,301.61,303.28,300.0,303.1,377.67246,2017-08-17 05:00:00.000000000
1502949600.0,302.4,304.44,301.9,302.68,303.86672000000004,2017-08-17 06:00:00.000000000
1502953200.0,302.68,307.96,302.6,307.96,754.7451,2017-08-17 07:00:00.000000000
1502956800.0,307.95,309.97,307.0,308.62,150.75028999999998,2017-08-17 08:00:00.000000000
1502960400.0,308.62,312.0,308.62,310.0,469.27879,2017-08-17 09:00:00.000000000
1502964000.0,310.0,310.97,308.54,309.3,284.3914,2017-08-17 10:00:00.000000000
1502967600.0,308.3,310.68,307.78,308.95,273.2904,2017-08-17 11:00:00.000000000
1502971200.0,308.95,310.51,307.98,308.62,401.79278,2017-08-17 12:00:00.000000000
1502974800.0,308.62,309.72,307.77,309.4,310.58042,2017-08-17 13:00:00.000000000
1502978400.0,307.77,308.71,305.49,306.5,710.25965,2017-08-17 14:00:00.000000000
1502982000.0,306.5,308.76,303.56,307.06,459.41982,2017-08-17 15:00:00.000000000
1502985600.0,307.74,312.18,298.21,308.0,596.81077,2017-08-17 16:00:00.000000000
1502989200.0,308.0,308.33,303.98,308.33,191.94856000000001,2017-08-17 17:00:00.000000000
1502992800.0,308.33,311.53,298.96,309.1,203.6548,2017-08-17 18:00:00.000000000
1502996400.0,309.1,309.84,301.6,301.6,215.63779,2017-08-17 19:00:00.000000000
1503000000.0,301.6,309.4,299.01,304.79,272.42251,2017-08-17 20:00:00.000000000
1503003600.0,304.79,309.4,304.04,307.44,330.54526,2017-08-17 21:00:00.000000000
1503007200.0,308.57,310.74,303.44,306.74,368.36785,2017-08-17 22:00:00.000000000
1503010800.0,306.74,310.85,302.0,302.0,229.6062,2017-08-17 23:00:00.000000000
1503014400.0,302.0,306.2,297.4,301.19,501.26558,2017-08-18 00:00:00.000000000
1503018000.0,300.08,305.55,295.19,298.73,374.41661,2017-08-18 01:00:00.000000000
1503021600.0,298.73,304.7,298.73,300.52,208.96849,2017-08-18 02:00:00.000000000
1503025200.0,300.05,306.47,300.05,301.4,605.93251,2017-08-18 03:00:00.000000000
1503028800.0,301.4,302.95,298.41,301.8,444.33795,2017-08-18 04:00:00.000000000
1503032400.0,301.8,305.92,300.0,304.7,525.33357,2017-08-18 05:00:00.000000000
1503036000.0,304.7,307.0,303.21,307.0,356.1222,2017-08-18 06:00:00.000000000
1503039600.0,307.0,309.49,305.23,306.24,406.73244,2017-08-18 07:00:00.000000000
1503043200.0,306.24,310.85,303.79,304.23,313.23742000000004,2017-08-18 08:00:00.000000000
1503046800.0,304.23,307.72,303.22,304.71,306.05941,2017-08-18 09:00:00.000000000
1503050400.0,304.73,311.06,304.73,308.88,332.5643,2017-08-18 10:00:00.000000000
1503054000.0,308.88,311.79,306.27,307.78,261.1517,2017-08-18 11:00:00.000000000
1503057600.0,307.78,310.29,305.73,308.47,388.17208,2017-08-18 12:00:00.000000000
1503061200.0,307.17,309.66,301.3,303.22,357.19041,2017-08-18 13:00:00.000000000
1503064800.0,303.22,303.22,296.32,298.52,398.64644,2017-08-18 14:00:00.000000000
1503068400.0,298.52,300.99,297.32,298.8,214.98577999999998,2017-08-18 15:00:00.000000000
1503072000.0,298.8,301.11,295.64,299.21,403.96386,2017-08-18 16:00:00.000000000
1503075600.0,297.5,299.21,293.18,295.53,359.12225,2017-08-18 17:00:00.000000000
1503079200.0,295.53,298.25,289.75,289.75,412.39491,2017-08-18 18:00:00.000000000
1503082800.0,289.75,295.6,287.37,293.83,445.23397,2017-08-18 19:00:00.000000000
1503086400.0,295.46,295.46,288.25,291.87,748.21537,2017-08-18 20:00:00.000000000
1503090000.0,291.87,291.87,283.94,286.3,602.03512,2017-08-18 21:00:00.000000000
1503093600.0,288.01,294.19,284.02,293.74,477.84452999999996,2017-08-18 22:00:00.000000000
1503097200.0,293.74,294.18,289.97,293.96,93.91956,2017-08-18 23:00:00.000000000
1503100800.0,293.31,297.15,293.31,295.44,86.0015,2017-08-19 00:00:00.000000000
1503104400.0,297.15,298.2,294.24,297.19,41.963770000000004,2017-08-19 01:00:00.000000000
1503108000.0,297.19,299.84,296.56,299.84,87.48968,2017-08-19 02:00:00.000000000
1503111600.0,298.64,298.64,292.83,293.22,66.73801999999999,2017-08-19 03:00:00.000000000
1503115200.0,294.69,297.19,291.87,291.87,42.9926,2017-08-19 04:00:00.000000000
1503118800.0,297.17,299.9,291.87,293.23,35.01324,2017-08-19 05:00:00.000000000
1503122400.0,293.69,295.56,289.02,289.02,45.0222,2017-08-19 06:00:00.000000000
1503126000.0,289.02,292.17,287.01,290.16,112.26406000000001,2017-08-19 07:00:00.000000000
1503129600.0,290.16,290.16,287.0,288.4,148.37538999999998,2017-08-19 08:00:00.000000000
1503133200.0,287.66,293.17,287.66,290.3,228.92457000000002,2017-08-19 09:00:00.000000000
1503136800.0,291.36,292.24,283.58,287.14,447.45268,2017-08-19 10:00:00.000000000
1503140400.0,285.97,287.15,278.0,282.58,314.27781,2017-08-19 11:00:00.000000000
1503144000.0,281.39,290.85,279.56,290.85,166.32417,2017-08-19 12:00:00.000000000
1503147600.0,290.16,290.16,286.36,286.36,20.94515,2017-08-19 13:00:00.000000000
1503151200.0,285.5,288.64,283.0,283.0,13.81812,2017-08-19 14:00:00.000000000
1503154800.0,283.88,288.64,283.01,288.64,87.2125,2017-08-19 15:00:00.000000000
1503158400.0,288.64,290.16,286.12,286.14,61.948840000000004,2017-08-19 16:00:00.000000000
1503162000.0,286.19,293.15,284.16,293.15,11.12991,2017-08-19 17:00:00.000000000
1503165600.0,294.33,295.0,288.95,295.0,41.13882,2017-08-19 18:00:00.000000000
1503169200.0,292.64,293.38,291.99,293.31,13.168320000000001,2017-08-19 19:00:00.000000000
1503172800.0,290.6,291.85,288.8,290.31,13.80734,2017-08-19 20:00:00.000000000
1503176400.0,289.9,293.25,289.9,293.25,25.0304,2017-08-19 21:00:00.000000000
1503180000.0,293.25,294.9,290.91,290.91,35.158640000000005,2017-08-19 22:00:00.000000000
1503183600.0,290.91,290.91,290.91,290.91,0.0,2017-08-19 23:00:00.000000000
1503187200.0,289.41,292.42,286.91,287.0,15.544929999999999,2017-08-20 00:00:00.000000000
1503190800.0,287.4,290.87,285.96,289.94,17.248520000000003,2017-08-20 01:00:00.000000000
1503194400.0,289.94,292.42,287.66,292.42,32.599270000000004,2017-08-20 02:00:00.000000000
1503198000.0,292.42,292.42,289.47,292.41,3.0082,2017-08-20 03:00:00.000000000
