,Timestamp,Open,High,Low,Close,Volume,Date,volume_adi,volume_obv,volume_cmf,volume_fi,volume_mfi,volume_em,volume_sma_em,volume_vpt,volume_nvi,volume_vwap,volatility_atr,volatility_bbm,volatility_bbh,volatility_bbl,volatility_bbw,volatility_bbp,volatility_bbhi,volatility_bbli,volatility_kcc,volatility_kch,volatility_kcl,volatility_kcw,volatility_kcp,volatility_kchi,volatility_kcli,volatility_dcl,volatility_dch,volatility_dcm,volatility_dcw,volatility_dcp,volatility_ui,trend_macd,trend_macd_signal,trend_macd_diff,trend_sma_fast,trend_sma_slow,trend_ema_fast,trend_ema_slow,trend_adx,trend_adx_pos,trend_adx_neg,trend_vortex_ind_pos,trend_vortex_ind_neg,trend_vortex_ind_diff,trend_trix,trend_mass_index,trend_cci,trend_dpo,trend_kst,trend_kst_sig,trend_kst_diff,trend_ichimoku_conv,trend_ichimoku_base,trend_ichimoku_a,trend_ichimoku_b,trend_visual_ichimoku_a,trend_visual_ichimoku_b,trend_aroon_up,trend_aroon_down,trend_aroon_ind,trend_psar_up,trend_psar_down,trend_psar_up_indicator,trend_psar_down_indicator,trend_stc,momentum_rsi,momentum_stoch_rsi,momentum_stoch_rsi_k,momentum_stoch_rsi_d,momentum_tsi,momentum_uo,momentum_stoch,momentum_stoch_signal,momentum_wr,momentum_ao,momentum_kama,momentum_roc,momentum_ppo,momentum_ppo_signal,momentum_ppo_hist,others_dr,others_dlr,others_cr
0,1568851200.0,9881.43,10305.58,9828.59,10254.92,1.051048,2019-09-19,0.8277892663577858,1.051048,0.7875846453804068,0.0,50.0,0.0,0.0,35.78338294081176,1000.0,10129.696666666665,0.0,10254.92,10254.92,10254.92,0.0,0.0,0.0,0.0,10129.696666666665,10606.686666666666,9652.706666666667,9.417656139094653,0.6312641075634011,0.0,0.0,9828.59,10305.58,10067.085,4.65132833800751,0.8937923226902034,0.0,0.0,0.0,0.0,10254.92,10254.92,10254.92,10254.92,0.0,0.0,0.0,0.0,0.0,0.0,-39.56164594261094,1.0,0.0,8323.081155778893,-448.00735482729294,-448.00735482729294,0.0,10067.085,10067.085,10067.085,10067.085,17776.913948911224,16433.509639866,4.0,4.0,0.0,-1.0,-1.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,89.37923226902033,89.37923226902033,-10.62076773097966,0.0,10254.92,0.0,0.0,0.0,0.0,-44.800735482729294,0.0,0.0
1,1568937600.0,10214.31,10233.53,10078.91,10171.06,6.916183999999999,2019-09-20,2.155381693728038,-5.865136,0.2705308058969587,-579.991190240004,100.0,199272513571.06906,199272513571.06906,-0.5274345931091553,1000.0,10157.01510178692,0.0,10212.99,10296.85,10129.13,1.6422223070814832,0.25,0.0,0.0,10145.431666666665,10461.236666666668,9829.626666666667,6.225560634104782,0.5405761994479698,0.0,0.0,9828.59,10305.58,10067.085,4.670424625893101,0.7179815090463102,0.0,-6.68968660968676,-1.337937321937352,-5.351749287749408,10212.99,10212.99,10242.01846153846,10248.708148148147,0.0,0.0,0.0,0.04536928767084747,0.025396000484889086,0.019973287185958383,-0.0015971754289712142,1.8888607337460077,66.66666666666667,8365.011155778893,-450.2643252972812,-449.13584006228706,-1.1284852349941161,10067.085,10067.085,10067.085,10067.085,17776.913948911224,16433.509639866,4.0,8.0,-4.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-100.0,14.111791730474676,71.79815090463102,80.58869158682568,-28.20184909536898,0.0,10220.764369035933,0.0,31.496015054400882,6.299203010880177,25.196812043520705,-0.817753819629996,-0.8211157670244162,-0.817753819629996
2,1569024000.0,10169.44,10169.44,9940.27,9998.87,3.0530310000000003,2019-09-21,0.6637035461956475,-8.918167,0.06022574472094244,-572.2355070471458,69.6377062864329,-760877208583.8617,-280802347506.3963,-0.10824335890441066,983.0705944119886,10123.542887506404,0.0,10141.616666666667,10354.786914955575,9928.446418377758,4.203871143928242,0.1651815442997418,0.0,0.0,10109.018888888888,10395.945555555556,9822.092222222222,5.676647156768824,0.3080539355778112,0.0,0.0,9828.59,10305.58,10067.085,4.703293524865363,0.3569886161135469,0.0,-25.59061273853331,-6.188472405256544,-19.402140333276765,10141.616666666667,10141.616666666667,10204.611005917159,10230.201618655692,0.0,0.0,0.0,0.054112994072585144,0.05678440472310966,-0.0026714106505245153,-0.007472190143289733,2.730725604514562,-99.99999999999876,8436.384489112226,-454.1061451321955,-450.7926084189232,-3.313536713272299,10067.085,10067.085,10067.085,10067.085,17776.913948911224,16433.509639866,4.0,12.0,-8.0,-1.0,10305.58,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-100.0,17.05721947521472,35.69886161135469,65.62541492833535,-64.30113838864531,0.0,10114.12496077972,0.0,32.525808834395654,11.544524175583273,20.98128465881238,-1.692940558801137,-1.7074346141958685,-2.4968502923474745
3,1569110400.0,9928.07,10050.12,9874.3,10010.53,1.797653,2019-09-22,1.6517890081453728,-7.120514,0.12886564462939004,-487.493201186125,59.12799792998929,-906117248434.4987,-489240647815.76373,-0.049589699791840275,984.2169842671267,10103.175586646326,0.0,10108.845000000001,10325.568214492589,9892.121785507414,4.287793798254645,0.2731784289233049,0.0,0.0,10076.343333333332,10335.493333333334,9817.193333333333,5.143731042643457,0.3730207730400686,0.0,0.0,9828.59,10305.58,10067.085,4.718541040049578,0.3814335730308824,0.0,-39.17725728120968,-12.786229380447171,-26.391027900762506,10108.845000000001,10108.845000000001,10174.75238962221,10213.92964690342,0.0,0.0,0.0,0.06486476415428113,0.08734111431842644,-0.0224763501641453,-0.01572502639326696,3.5221983536477364,-94.59066090914295,8469.156155778892,-455.8701490415435,-452.0619935745783,-3.808155466965218,10067.085,10067.085,10067.085,10067.085,17776.913948911224,16433.509639866,4.0,12.0,-8.0,-1.0,10298.273799999999,0.0,0.0,0.0,4.781459979730599,0.0,0.0,0.0,-99.69778288286636,27.083549607874712,38.14335730308824,48.546789939691315,-61.85664269691176,0.0,10064.211845403768,0.0,28.242184172241362,14.88405617491489,13.358127997326472,0.11661317728903775,0.11654523693653829,-2.3831487715164967
4,1569196800.0,10037.7,10037.7,9612.75,9706.93,28.145778000000004,2019-09-23,-14.018312455603288,-35.26629200000001,-0.34221309376061854,-1638.57391541668,17.82384400793063,-206822407787.05765,-418636087808.5872,-0.8515106716586183,984.2169842671267,9885.105154744182,0.0,10028.462,10403.905721993056,9653.018278006943,7.487563337091109,0.07179734116589469,0.0,0.0,10018.233333333334,10310.543333333333,9725.923333333334,5.835559829244667,-0.03248834000433414,0.0,1.0,9612.75,10305.58,9959.165,6.908636638399786,0.13593522220458165,0.0,-73.59440320744943,-24.947864145847625,-48.64653906160181,10028.462,10028.462,10102.779714295717,10176.374117503166,0.0,0.0,0.0,0.0787866644125579,0.12836347431686934,-0.049576809904311445,-0.030971985117483534,4.384386823053816,-142.23995496101963,8549.539155778893,-460.19693314097265,-453.6889814878572,-6.5079516531154695,9959.165,9959.165,9959.165,9959.165,17776.913948911224,16433.509639866,4.0,20.0,-16.0,-1.0,10281.314847999998,0.0,0.0,0.0,2.0427025833431998,0.0,0.0,0.0,-99.47665112958705,25.674947459179915,13.593522220458164,29.145247044967032,-86.40647777954183,0.0,9900.08412144585,0.0,69.87796972785019,25.882838885501954,43.99513084234823,-3.032806454803094,-3.079747556516388,-5.343678936549479
5,1569283200.0,9675.42,9783.1,1800.0,8499.75,65.020525,2019-09-24,30.09702765162323,-100.28681700000001,0.2839765007998335,-12617.560123142874,8.471646746113592,-49524716837490.93,-10239852237745.057,-8.939734858870878,984.2169842671267,7927.559852555469,0.0,9773.676666666666,10963.540655513945,8583.812677819387,24.348339512915043,-0.03532449028095467,0.0,1.0,9464.241666666667,11038.35,7890.133333333332,33.264330915753966,0.19363872668653706,0.0,0.0,1800.0,10305.58,6052.79,87.0253875801771,0.7876887878310473,0.0,-196.01998017863662,-59.16228735240543,-136.8576928262312,9773.676666666666,9773.676666666666,9856.159758250222,10052.179738428858,0.0,0.0,0.0,0.05293493258310704,0.5349547116873564,-0.48201977910424937,-0.07320431167799515,7.053960143581769,-200.00000000000014,8804.324489112227,-473.9112897715341,-457.05936620180336,-16.85192356973073,6052.79,6052.79,6052.79,6052.79,17776.913948911224,16433.509639866,4.0,24.0,-20.0,-1.0,10241.200957119998,0.0,0.0,0.0,0.5916212544505015,0.0,0.0,0.0,-99.39877695126297,74.79049733513878,78.76887878310474,43.501919435550384,-21.23112121689526,-151.51216666666733,9242.693347481005,0.0,86.30551368057876,37.96737384451732,48.33813983606144,-12.436269757791596,-13.28033121142358,-17.115394366801496
6,1569369600.0,8558.92,8728.04,8225.58,8436.75,30.059526,2019-09-25,25.303871533484433,-130.34634300000002,0.1859980518287293,-11085.587268122463,29.9535878876693,4488546291781.189,-7785119149490.683,-8.30892857377606,976.9219850014038,8045.96885560881,0.0,9582.687142857143,11028.014271926717,8137.36001378757,30.16538278925048,0.10357170366170378,0.0,0.0,9321.27238095238,10742.288095238095,7900.256666666666,30.489736941696904,0.18877107689235048,0.0,0.0,1800.0,10305.58,6052.79,88.75986321164612,0.78028188553867,0.0,-294.72925011129155,-106.27567990418265,-188.4535702071089,9582.687142857143,9582.687142857143,9637.789026211727,9932.518276323019,0.0,0.0,0.0,0.43125077437513964,0.60559874338013,-0.17434796900499033,-0.13283775391577374,8.868430092804934,-57.43707716084376,8995.31401292175,-484.1917027292066,-460.93541427714666,-23.256288452059948,6052.79,6052.79,6052.79,6052.79,17776.913948911224,16433.509639866,4.0,28.000000000000004,-24.000000000000004,-1.0,10037.7,0.0,0.0,0.0,0.5689078746851521,0.0,0.0,0.0,-99.35460195805939,73.13934034896269,78.028188553867,56.79686318580997,-21.97181144613301,-368.4349999999995,8918.248352309032,0.0,78.79855361260711,46.13360979813528,32.664943814471826,-0.7411982705373688,-0.7439587940123005,-17.729733630296487
7,1569456000.0,8415.14,8461.31,7200.0,8067.78,77.137854,2019-09-26,54.3075480757302,-207.48419700000002,0.2547478221876467,-13567.868228444971,19.165642570338235,-1056552290202.4219,-6823895312449.502,-3.5963217690590414,976.9219850014038,7996.659983435094,0.0,9393.32375,11076.14490621172,7710.502593788277,35.830153436619746,0.10615430073864962,0.0,0.0,9144.825416666667,10545.877916666666,7743.772916666667,30.64142695270153,0.11562988657931556,0.0,0.0,1800.0,10305.58,6052.79,90.54920522674415,0.7369021277796458,0.0,-398.1403390885989,-164.6486117410659,-233.49172734753301,9393.32375,9393.32375,9396.249176025307,9794.389515113906,0.0,0.0,0.0,0.4154482073966798,0.644780351303793,-0.22933214390711315,-0.2085185854056645,10.382235938572975,-75.42126888972746,9184.677405778893,-494.384585767016,-465.1165607133803,-29.26802505363571,6052.79,6052.79,6052.79,6052.79,17776.913948911224,16433.509639866,4.0,32.0,-28.0,-1.0,9783.1,0.0,0.0,0.0,0.45800487661884404,0.0,0.0,0.0,-99.34710761699772,74.49334080687387,73.69021277796459,76.82909337164544,-26.30978722203542,-643.286250000001,8514.720570568608,0.0,80.5572574343766,53.01833932538355,27.538918108993045,-4.37336652146858,-4.471881185885529,-21.327713916832113
8,1569542400.0,8067.78,8257.25,7853.53,8187.15,20.750945,2019-09-27,67.85230440784153,-186.73325200000002,0.29005072679345345,-11275.738438002832,26.46129879038382,437233167935.2439,-5916254252401.409,-3.0664923451091926,991.3764169950398,8005.76553502516,0.0,9259.304444444446,11017.710115553267,7500.898773335625,37.981377146830056,0.19513450108234578,0.0,0.0,9028.657037037037,10318.894814814816,7738.419259259259,28.580945593237413,0.17389459077597516,0.0,0.0,1800.0,10305.58,6052.79,91.85981572409925,0.7509364440755363,0.0,-465.10081804132096,-224.73905300111693,-240.36176504020403,9259.304444444446,9259.304444444446,9210.23391817526,9675.33473621658,0.0,0.0,0.0,0.46013096868127756,0.6622344783719645,-0.2021035096906869,-0.28930991659174543,11.601978072964116,-56.34817894377543,9318.696711334447,-501.59845686282375,-469.1701047299851,-32.428352132838654,6052.79,6052.79,6052.79,6052.79,17776.913948911224,16433.509639866,4.0,32.0,-28.0,-1.0,9144.452000000001,0.0,0.0,0.0,6.78880003348884,0.0,0.0,0.0,-97.36827983903524,74.99926207821338,75.09364440755363,75.60401524646174,-24.906355592446374,-917.4073333333326,8366.739981523957,0.0,69.32081761512833,56.27883498333251,13.041982631795825,1.479589180666796,1.4687500455989877,-20.163687283762332
9,1569628800.0,8187.15,8319.86,8016.75,8206.39,24.099766,2019-09-28,73.90845292230807,-162.63348600000003,0.2864310013048679,-9598.67873288243,33.50191728394326,142016589082.23505,-5243113047792.114,0.36366376856883653,991.3764169950398,8022.1321272594,1193.8260000000002,9154.013,10937.800496201275,7370.225503798727,38.972797967432946,0.23437895432666597,0.0,0.0,8943.891333333333,10135.416333333333,7752.366333333333,26.644442683673024,0.1905220900386757,0.0,0.0,1800.0,10305.58,6052.79,92.91640726313148,0.7531984885216528,0.0,-510.7276227132097,-281.93676694353553,-228.79085576967418,9154.013,9154.013,9055.796392302142,9566.524015015351,0.0,0.0,0.0,0.47630359045308557,0.6642022550616334,-0.18789866460854787,-0.3694929337477428,12.627631263031802,-47.34006696398559,9423.988155778892,-507.26599039140757,-475.75439757044234,-31.511592820965234,6016.765,6052.79,6034.7775,6052.79,17776.913948911224,16433.509639866,4.0,32.0,-28.0,-1.0,8556.895840000001,0.0,0.0,0.0,7.806562627755071,0.0,0.0,0.0,-95.66831142251158,75.27711743158541,75.31984885216528,74.70123534589449,-24.68015114783472,-1174.2884999999987,8296.27994204408,0.0,60.69705237132151,57.16247846093031,3.5345739103912024,0.2350024123168648,0.23472671349598073,-19.976070022974348
