Timestamp,Open,High,Low,Close,Volume,Date
1571616000.0,54.0,55.75,53.0,54.71,986.23413,2019-10-21
1571702400.0,54.61,55.06,53.13,53.42,1211.64921,2019-10-22
1571788800.0,53.3,53.43,47.59,49.52,2595.33421,2019-10-23
1571875200.0,49.47,50.3,48.34,49.98,2468.99991,2019-10-24
1571961600.0,49.59,58.37,49.12,57.04,4221.79647,2019-10-25
1572048000.0,57.21,63.07,54.28,57.08,5085.387720000001,2019-10-26
1572134400.0,56.61,62.57,54.78,59.77,1028.44202,2019-10-27
1572220800.0,60.36,62.57,57.58,57.89,4555.74835,2019-10-28
1572307200.0,57.88,60.78,57.88,59.97,6107.57957,2019-10-29
1572393600.0,59.57,61.12,57.11,57.97,1556.2883199999999,2019-10-30
1572480000.0,58.05,59.64,57.11,58.29,1339.8201099999999,2019-10-31
1572566400.0,58.26,58.8,56.7,58.3,1350.30414,2019-11-01
1572652800.0,58.36,59.24,57.86,58.32,927.95051,2019-11-02
1572739200.0,58.32,58.71,57.3,58.36,864.25134,2019-11-03
1572825600.0,58.38,62.37,57.96,61.36,2845.99705,2019-11-04
1572912000.0,61.32,64.11,61.01,63.12,3917.0656,2019-11-05
1572998400.0,63.06,64.3,62.65,64.08,1397.69265,2019-11-06
1573084800.0,64.13,64.36,60.29,61.32,2624.60116,2019-11-07
1573171200.0,61.32,62.39,58.76,60.39,3587.59354,2019-11-08
1573257600.0,60.28,62.27,60.15,62.12,2265.49297,2019-11-09
1573344000.0,61.97,106.02,60.96,63.75,4647.01565,2019-11-10
1573430400.0,63.66,64.29,60.37,61.48,3030.42632,2019-11-11
1573516800.0,61.5,62.12,59.76,61.31,2000.6904,2019-11-12
1573603200.0,61.33,61.79,60.04,60.99,392.98177999999996,2019-11-13
1573689600.0,60.82,60.82,58.29,58.89,481.02520999999996,2019-11-14
1573776000.0,58.82,60.54,56.35,57.36,880.1903300000001,2019-11-15
1573862400.0,57.2,58.84,57.2,57.95,147.2634,2019-11-16
1573948800.0,58.44,59.88,57.51,59.14,345.01704,2019-11-17
1574035200.0,59.24,59.24,54.05,55.79,748.44212,2019-11-18
1574121600.0,55.93,56.04,54.22,54.95,444.93541,2019-11-19
1574208000.0,55.25,55.99,54.59,54.73,468.25832,2019-11-20
1574294400.0,54.73,55.11,48.38,50.59,1812.21177,2019-11-21
1574380800.0,50.56,51.34,43.72,47.5,3520.51264,2019-11-22
1574467200.0,47.42,48.53,46.24,48.14,1398.53325,2019-11-23
1574553600.0,48.23,48.24,43.58,43.89,1649.2252,2019-11-24
1574640000.0,44.01,47.35,42.13,45.48,3154.18649,2019-11-25
1574726400.0,45.82,47.22,45.31,46.9,681.4091099999999,2019-11-26
1574812800.0,46.73,48.6,44.73,47.77,762.19043,2019-11-27
1574899200.0,47.75,48.0,46.24,46.78,463.44458,2019-11-28
1574985600.0,46.85,49.28,46.85,48.62,1103.82162,2019-11-29
1575072000.0,48.4,48.68,46.76,47.25,343.12348,2019-11-30
1575158400.0,47.02,48.38,45.58,47.53,906.4291199999999,2019-12-01
1575244800.0,47.56,47.57,44.73,45.53,766.3543,2019-12-02
1575331200.0,45.57,46.2,44.41,44.77,886.75824,2019-12-03
1575417600.0,44.72,46.66,43.69,44.64,982.9615,2019-12-04
1575504000.0,44.66,45.19,43.78,44.72,893.5197900000001,2019-12-05
1575590400.0,44.69,45.42,44.08,45.33,650.91178,2019-12-06
1575676800.0,45.4,46.52,45.12,45.22,387.31091000000004,2019-12-07
1575763200.0,45.06,46.13,44.88,45.6,162.37287,2019-12-08
1575849600.0,45.33,45.86,44.02,44.44,250.10657,2019-12-09
1575936000.0,44.52,44.52,43.65,44.06,427.41184000000004,2019-12-10
1576022400.0,44.14,44.38,43.27,43.39,445.02489,2019-12-11
1576108800.0,43.67,44.03,42.84,43.96,254.139,2019-12-12
1576195200.0,43.7,44.4,43.41,44.23,166.96908,2019-12-13
1576281600.0,44.44,44.5,43.25,43.27,237.92921,2019-12-14
1576368000.0,43.01,43.92,43.01,43.5,484.34445999999997,2019-12-15
1576454400.0,43.28,43.37,39.05,39.93,1249.89011,2019-12-16
1576540800.0,39.88,40.02,36.37,36.88,3617.3374799999997,2019-12-17
1576627200.0,36.85,41.67,35.84,40.82,4336.3625600000005,2019-12-18
1576713600.0,40.95,41.06,39.12,39.65,1153.05181,2019-12-19
1576800000.0,39.66,40.31,39.26,40.11,492.57498,2019-12-20
1576886400.0,40.11,40.11,39.44,39.64,254.0071,2019-12-21
1576972800.0,39.89,42.1,39.82,41.86,381.29828,2019-12-22
1577059200.0,41.95,42.55,40.28,40.56,1207.12097,2019-12-23
1577145600.0,40.57,41.02,39.79,40.46,979.2492900000001,2019-12-24
1577232000.0,40.31,40.36,39.4,40.25,491.39812,2019-12-25
1577318400.0,39.79,41.55,39.6,39.97,527.41928,2019-12-26
1577404800.0,40.02,41.28,39.57,40.7,1075.06448,2019-12-27
