,Timestamp,Open,High,Low,Close,Volume,Date,volume_adi,volume_obv,volume_cmf,volume_fi,volume_mfi,volume_em,volume_sma_em,volume_vpt,volume_nvi,volume_vwap,volatility_atr,volatility_bbm,volatility_bbh,volatility_bbl,volatility_bbw,volatility_bbp,volatility_bbhi,volatility_bbli,volatility_kcc,volatility_kch,volatility_kcl,volatility_kcw,volatility_kcp,volatility_kchi,volatility_kcli,volatility_dcl,volatility_dch,volatility_dcm,volatility_dcw,volatility_dcp,volatility_ui,trend_macd,trend_macd_signal,trend_macd_diff,trend_sma_fast,trend_sma_slow,trend_ema_fast,trend_ema_slow,trend_adx,trend_adx_pos,trend_adx_neg,trend_vortex_ind_pos,trend_vortex_ind_neg,trend_vortex_ind_diff,trend_trix,trend_mass_index,trend_cci,trend_dpo,trend_kst,trend_kst_sig,trend_kst_diff,trend_ichimoku_conv,trend_ichimoku_base,trend_ichimoku_a,trend_ichimoku_b,trend_visual_ichimoku_a,trend_visual_ichimoku_b,trend_aroon_up,trend_aroon_down,trend_aroon_ind,trend_psar_up,trend_psar_down,trend_psar_up_indicator,trend_psar_down_indicator,trend_stc,momentum_rsi,momentum_stoch_rsi,momentum_stoch_rsi_k,momentum_stoch_rsi_d,momentum_tsi,momentum_uo,momentum_stoch,momentum_stoch_signal,momentum_wr,momentum_ao,momentum_kama,momentum_roc,momentum_ppo,momentum_ppo_signal,momentum_ppo_hist,others_dr,others_dlr,others_cr
0,1502928000.0,4261.48,4485.39,4200.74,4285.08,795.1503769999999,2017-08-17,-323.95429201015287,795.1503769999999,-0.4074126119796242,0.0,50.0,0.0,0.0,-362.7283088717803,1000.0,4323.736666666667,0.0,4285.08,4285.08,4285.08,0.0,0.0,0.0,0.0,4323.736666666667,4608.386666666667,4039.086666666666,13.16685182030052,0.432097898003396,0.0,0.0,4200.74,4485.39,4343.0650000000005,6.642816470170931,0.2962936940101879,0.0,0.0,0.0,0.0,4285.08,4285.08,4285.08,4285.08,0.0,0.0,0.0,0.0,0.0,0.0,-62.74312703990936,1.0,0.0,8015.063345588236,-651.6235722133308,-651.6235722133308,0.0,4343.0650000000005,4343.0650000000005,4343.0650000000005,4343.0650000000005,11968.727244485295,11511.30937132353,4.0,4.0,0.0,-1.0,-1.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,29.62936940101879,29.62936940101879,-70.37063059898121,0.0,4285.08,0.0,0.0,0.0,0.0,-65.16235722133308,0.0,0.0
1,1503014400.0,4285.08,4371.52,3938.77,4108.37,1199.8882640000002,2017-08-18,-583.340882644932,-404.7378870000002,-0.2923957815436277,-212032.25513144006,0.0,-6777496075.251222,-6777496075.251222,-567.6202452359063,1000.0,4212.962160574749,0.0,4196.725,4373.435000000001,4020.015,8.421328535941749,0.24999999999999903,0.0,0.0,4231.645,4590.345,3872.9449999999997,16.953217956610263,0.3281642040702537,0.0,0.0,3938.77,4485.39,4212.08,13.024918239817959,0.31027038893564046,0.0,-14.096524216523903,-2.819304843304781,-11.277219373219122,4196.725,4196.725,4257.893846153846,4271.99037037037,0.0,0.0,0.0,0.020016049065539443,0.06406589026938246,-0.04404984120384302,-0.008054382152723572,2.0815489341785565,-66.666666666667,8103.418345588236,-658.8068218322622,-655.2151970227965,-3.5916248094657703,4212.08,4212.08,4212.08,4212.08,11968.727244485295,11511.30937132353,4.0,8.0,-4.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-100.0,23.640925564538566,31.02703889356405,30.32820414729142,-68.97296110643595,0.0,4212.74424709714,0.0,3.912928313915429,0.7825856627830858,3.1303426511323433,-4.123843662195337,-4.2112865483654005,-4.123843662195337
2,1503100800.0,4108.37,4184.69,3850.0,4139.98,381.309763,2017-08-19,-303.9066432860927,-23.428124000000253,-0.12788808357164308,-180020.04702574437,0.0,-12095227155.251223,-9436361615.251223,-46.547700136054566,1007.6940489780617,4188.1327098750935,0.0,4177.81,4331.692532688629,4023.927467311372,7.3666601730872765,0.3770815655973521,0.0,0.0,4173.837777777778,4524.5344444444445,3823.1411111111106,16.804518303698128,0.4517278306355284,0.0,0.0,3850.0,4485.39,4167.695,15.208685890454573,0.4563811202568492,0.0,-22.45856997913961,-6.747157870471748,-15.711412108667863,4177.81,4177.81,4239.75325443787,4262.21182441701,0.0,0.0,0.0,0.046995304163948315,0.12046451689387991,-0.0734692127299316,-0.019703567021239623,3.156597054936331,-77.12828647458673,8122.333345588236,-660.3446087887685,-656.9250009447873,-3.4196078439812254,4167.695,4167.695,4167.695,4167.695,11968.727244485295,11511.30937132353,4.0,8.0,-4.0,-1.0,4485.39,0.0,1.0,0.0,16.15245075316527,0.0,0.0,0.0,-99.60327595414267,43.682574684675195,45.63811202568492,35.43150677342259,-54.361887974315074,0.0,4178.380506592518,0.0,-1.0204985986140689,0.42196881050365487,-1.4424674091177239,0.7694048978061696,0.7664600737573579,-3.38616781950396
3,1503187200.0,4120.98,4211.08,4032.62,4086.29,467.083022,2017-08-20,-490.0488853831449,-490.5111460000003,-0.17234418980608993,-157885.424229378,22.761148031767945,3992858104.78464,-4959955041.905934,-3.12362569848942,1007.6940489780617,4175.297507008867,0.0,4154.93,4309.984210520064,3999.8757894799364,7.463625645681822,0.2786580584629839,0.0,0.0,4157.8775000000005,4465.514999999999,3850.24,14.797814509927228,0.3836495875827887,0.0,0.0,3850.0,4485.39,4167.695,15.292435732972645,0.3718818363524762,0.0,-33.037055178007904,-12.005137331978979,-21.031917846028925,4154.93,4154.93,4216.14352298589,4249.180578163898,0.0,0.0,0.0,0.08598716596711545,0.13489984286653545,-0.04891267689942,-0.035674862668557905,4.14098970873302,-38.491156319032456,8145.213345588236,-662.2047497121021,-658.2449381366159,-3.9598115754861283,4167.695,4167.695,4167.695,4167.695,11968.727244485295,11511.30937132353,4.0,16.0,-12.0,-1.0,4472.6822,0.0,0.0,0.0,12.46854969359714,0.0,0.0,0.0,-99.28311684537309,41.70899191418466,37.18818363524762,37.951111518165526,-62.81181636475238,0.0,4134.736293904732,0.0,-4.2673952861987825,-0.5159040088368327,-3.75149127736195,-1.2968661684355842,-1.3053488973032046,-4.639119923081947
4,1503273600.0,4069.13,4119.62,3911.79,4016.0,691.74306,2017-08-21,-488.085124591151,-1182.2542060000003,-0.1380653561865379,-142276.45215195257,17.12183535232444,-3189062041.330778,-4517231791.762145,-17.956406200783455,1007.6940489780617,4144.08858417142,0.0,4127.144,4304.8697305400665,3949.418269459934,8.612528690061032,0.18731595683343083,0.0,0.0,4129.462666666666,4417.138666666667,3841.786666666667,13.932853895115327,0.302794347344466,0.0,0.0,3850.0,4485.39,4167.695,15.395392067734983,0.26125686586191144,0.0,-46.55573098705827,-18.915256062994835,-27.640474924063433,4127.144,4127.144,4185.352211757291,4231.907942744349,0.0,0.0,0.0,0.09345807173656642,0.16421464419125406,-0.07075657245468764,-0.05700328978748997,5.082898811053098,-92.69323573002903,8172.999345588236,-664.4637477757276,-659.4887000644383,-4.975047711289335,4167.695,4167.695,4167.695,4167.695,11968.727244485295,11511.30937132353,4.0,20.0,-16.0,-1.0,4460.228556,0.0,0.0,0.0,9.434761373046186,0.0,0.0,0.0,-99.02443804718668,42.92746005923326,26.125686586191144,36.317327415707894,-73.87431341380885,0.0,4080.762381353945,0.0,-4.437229752256084,-1.300169157520683,-3.1370605947354013,-1.7201422317065118,-1.7351085545220357,-6.279462693812022
5,1503360000.0,4016.0,4104.82,3400.0,4040.0,966.684858,2017-08-22,300.79401706833715,-215.56934800000033,0.06681550756782977,-118636.89661710222,12.856240668608237,-19197112726.472435,-7453207978.704203,-6.121963366532612,1007.6940489780617,4080.5681358633724,0.0,4112.62,4287.37972343001,3937.86027656999,8.498705128604632,0.2922290142869105,0.0,0.0,4082.5977777777775,4439.797777777778,3725.3977777777777,17.498662344073956,0.4403726514868732,0.0,0.0,3400.0,4485.39,3942.695,26.391691914156922,0.5896498032965107,0.0,-54.70220655270168,-26.072646160936205,-28.629560391765477,4112.62,4112.62,4162.9903330254,4217.692539578102,0.0,0.0,0.0,0.10622765173615233,0.22485745035068058,-0.11862979861452826,-0.07982175130189409,6.264899329286253,-143.9811021901795,8187.523345588236,-665.6445470226901,-660.5146745574802,-5.129872465209814,3942.695,3942.695,3942.695,3942.695,11968.727244485295,11511.30937132353,4.0,20.0,-16.0,-1.0,4448.02398488,0.0,0.0,0.0,16.872115247745782,0.0,0.0,0.0,-98.4930650988353,58.672079134005195,58.96498032965108,40.75961685036328,-41.03501967034892,-55.09566666666615,4061.8854581141436,0.0,-1.587033648707421,-1.3575420557580307,-0.22949159294939037,0.5976095617529875,0.5958309583631305,-5.719379801543956
6,1503446400.0,4040.0,4265.8,4013.89,4114.01,1001.136565,2017-08-23,95.44795572281868,785.5672169999997,0.017344725909520693,-91103.89464670903,31.75803436833239,9748794945.87236,-4586207491.2747755,24.117129157201102,1007.6940489780617,4089.785439055833,0.0,4112.818571428571,4274.617560451926,3951.019582405216,7.868034352274118,0.5036818171072047,0.0,0.0,4089.5457142857144,4431.704285714286,3747.387142857143,16.733329094883757,0.5357499238030822,0.0,0.0,3400.0,4485.39,3942.695,26.390417694087454,0.6578372750808466,0.0,-54.5574542858667,-31.769607785922307,-22.78784649994439,4112.818571428571,4112.818571428571,4155.454897175338,4210.012351461205,0.0,0.0,0.0,0.1884070270961273,0.22821559125047772,-0.03980856415435041,-0.09915125277567464,7.351767133012352,28.085671178281224,8187.324774159665,-665.628403192249,-661.24520721959,-4.383195972658996,3942.695,3942.695,3942.695,3942.695,11968.727244485295,11511.30937132353,4.0,20.0,-16.0,-1.0,4406.1030254848,0.0,0.0,0.0,34.684981606613434,0.0,0.0,0.0,-97.04794388043952,56.68132152594243,65.78372750808465,50.29146480797562,-34.216272491915355,-68.47828571428636,4082.7594503248365,0.0,0.9301126458120005,-0.9000111154440243,1.8301237612560248,1.8319306930693058,1.8153529979107574,-3.9922241825123383
7,1503532800.0,4147.0,4371.68,4085.01,4316.01,787.418753,2017-08-24,577.0404835893199,1572.9859699999997,0.09173329813616028,-55366.39711060774,41.962086741601446,3221957173.783499,-3470755396.2664514,57.00279244725941,1057.1723433656712,4110.787883587865,0.0,4138.2175,4340.626750714981,3935.808249285018,9.782436554626802,0.9391906480854356,0.0,0.0,4110.548333333333,4445.770833333333,3775.3258333333333,16.310354376889695,0.8064556625325972,0.0,0.0,3400.0,4485.39,3942.695,26.228442560111944,0.8439454942463077,0.0,-37.70834690545962,-32.957355609829776,-4.750991295629845,4138.2175,4138.2175,4180.155682225286,4217.864029130746,0.0,0.0,0.0,0.217347949545541,0.23920659491405544,-0.021858645368514423,-0.10590449847327561,8.394210892473858,95.64578606532268,8161.925845588236,-663.5634737147775,-661.5349905314885,-2.0284831832890404,3942.695,3942.695,3942.695,3942.695,11968.727244485295,11511.30937132353,32.0,20.0,12.0,3400.0,4406.1030254848,1.0,0.0,0.0,59.92559166934307,0.0,0.0,0.0,-93.08535407405391,63.255487803650226,84.39454942463078,69.7144190874555,-15.605450575369227,-45.08275000000003,4189.71185228768,0.0,0.7194837918270833,-0.5761121339898028,1.295595925816886,4.910051263852067,4.79331424011864,0.7218068274104539
8,1503619200.0,4316.01,4453.91,4247.48,4280.68,573.61274,2017-08-25,187.93525672210478,999.3732299999997,0.027379735790003596,-50352.017252549485,47.747117519056914,4403094411.745444,-2486524170.264964,33.96718455642223,1048.5185406888681,4128.886094125909,0.0,4154.046666666666,4364.843578725011,3943.2497546083214,10.1489910428712,0.8003680938606071,0.0,0.0,4134.638148148148,4455.55037037037,3813.725925925926,15.523110401617831,0.7275417415400323,0.0,0.0,3400.0,4485.39,3942.695,26.12849799472644,0.8113949824487051,0.0,-26.896102127015183,-31.74510491326686,4.849002786251678,4154.046666666666,4154.046666666666,4195.620961882934,4222.5170640099495,0.0,0.0,0.0,0.2476230100416493,0.24619723668269544,0.001425773358953858,-0.10533212793947877,9.366126303454559,113.43929585693931,8146.09667892157,-662.2765645933205,-661.6173876494698,-0.659176943850639,3942.695,3942.695,3942.695,3942.695,11968.727244485295,11511.30937132353,32.0,20.0,12.0,3419.4336,4406.1030254848,0.0,0.0,0.0,55.85964291592424,0.0,0.0,0.0,-89.83406417987526,62.291181489790645,81.13949824487051,77.10592505919531,-18.86050175512949,-27.533888888889123,4229.955638544041,0.0,-1.6367448090213577,-0.7882386689961138,-0.8485061400252438,-0.8185801237717172,-0.8219488874827263,-0.10268186358246556
9,1503705600.0,4280.71,4367.0,4212.41,4337.44,228.108068,2017-08-26,328.807740401255,1227.4812979999997,0.04636230396220209,-41309.2413679453,45.93545847045695,-4133323377.233626,-2669501859.9281483,-1.6708637086779436,1062.4214515276833,4134.570372102455,304.2800000000001,4172.386,4400.639643160412,3944.132356839589,10.941156602500882,0.8615583035491862,0.0,0.0,4151.736,4456.0160000000005,3847.4559999999997,14.657964764618967,0.8051531484159314,0.0,0.0,3400.0,4485.39,3942.695,26.013652619867873,0.8636895493785638,0.0,-13.590598643880185,-28.114203659389528,14.523605015509343,4172.386,4172.386,4217.439275439406,4231.029874083286,0.0,0.0,0.0,0.25510535493942244,0.2649344570035043,-0.009829102064081885,-0.09705418037676286,10.26479247657199,84.45709966018958,8127.757345588236,-660.7855792594048,-662.6353884323669,1.8498091729620683,3926.955,3942.695,3934.825,3942.695,11968.727244485295,11511.30937132353,40.0,20.0,20.0,3460.812656,4406.1030254848,0.0,0.0,0.0,60.496928738631446,0.0,0.0,0.0,-86.34422047387555,61.553050818694125,86.36895493785637,83.96766753578588,-13.631045062143624,10.78899999999976,4276.453478725201,0.0,-7.409177324303171,-2.1124264000575255,-5.296750924245645,1.3259575581449523,1.3172436845751534,1.2219141766314667
