,Timestamp,Open,High,Low,Close,Volume,volume_adi,volume_obv,volume_cmf,volume_fi,volume_mfi,volume_em,volume_sma_em,volume_vpt,volume_nvi,volume_vwap,volatility_atr,volatility_bbm,volatility_bbh,volatility_bbl,volatility_bbw,volatility_bbp,volatility_bbhi,volatility_bbli,volatility_kcc,volatility_kch,volatility_kcl,volatility_kcw,volatility_kcp,volatility_kchi,volatility_kcli,volatility_dcl,volatility_dch,volatility_dcm,volatility_dcw,volatility_dcp,volatility_ui,trend_macd,trend_macd_signal,trend_macd_diff,trend_sma_fast,trend_sma_slow,trend_ema_fast,trend_ema_slow,trend_adx,trend_adx_pos,trend_adx_neg,trend_vortex_ind_pos,trend_vortex_ind_neg,trend_vortex_ind_diff,trend_trix,trend_mass_index,trend_cci,trend_dpo,trend_kst,trend_kst_sig,trend_kst_diff,trend_ichimoku_conv,trend_ichimoku_base,trend_ichimoku_a,trend_ichimoku_b,trend_visual_ichimoku_a,trend_visual_ichimoku_b,trend_aroon_up,trend_aroon_down,trend_aroon_ind,trend_psar_up,trend_psar_down,trend_psar_up_indicator,trend_psar_down_indicator,trend_stc,momentum_rsi,momentum_stoch_rsi,momentum_stoch_rsi_k,momentum_stoch_rsi_d,momentum_tsi,momentum_uo,momentum_stoch,momentum_stoch_signal,momentum_wr,momentum_ao,momentum_kama,momentum_roc,momentum_ppo,momentum_ppo_signal,momentum_ppo_hist,others_dr,others_dlr,others_cr
0,1571616000000,54.0,55.75,53.0,54.71,986.23413,240.28249712727336,986.23413,0.24363636363636426,0.0,50.0,0.0,0.0,146.65786439383044,1000.0,54.48666666666667,0.0,54.71,54.71,54.71,0.0,0.0,0.0,0.0,54.48666666666667,57.23666666666667,51.73666666666667,10.094212651413189,0.5406060606060599,0.0,0.0,53.0,55.75,54.375,5.026503381465911,0.6218181818181822,0.0,0.0,0.0,0.0,54.71,54.71,54.71,54.71,0.0,0.0,0.0,0.0,0.0,0.0,-31.85304417849606,1.0,0.0,33.91536155202822,-382.68234913905474,-382.68234913905474,0.0,54.375,54.375,54.375,54.375,86.48231040564374,84.62039682539682,4.0,4.0,0.0,-1.0,-1.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,62.181818181818215,62.181818181818215,-37.818181818181785,0.0,54.71,0.0,0.0,0.0,0.0,-38.268234913905474,0.0,0.0
1,1571702400000,54.61,55.06,53.13,53.42,1211.64921,-607.244152354593,-225.41508,-0.27628588892920625,-1563.027480899999,0.0,-44600.36746113961,-44600.36746113961,-405.9837133715773,1000.0,54.14671064356855,0.0,54.065,55.35499999999999,52.775000000000006,4.772033663183176,0.25,0.0,0.0,54.17833333333334,56.51833333333334,51.83833333333334,8.638139477650967,0.3379629629629623,0.0,0.0,53.0,55.75,54.375,5.0864699898270604,0.15272727272727335,0.0,-0.10290598290598751,-0.020581196581197503,-0.08232478632479001,54.065,54.065,54.511538461538464,54.61444444444445,0.0,0.0,0.0,0.05485235436080496,0.0697636739928683,-0.014911319632063338,-0.004605248126475232,1.9517150007360518,-66.66666666666744,34.560361552028226,-389.96017558404304,-386.32126236154886,-3.638913222494182,54.375,54.375,54.375,54.375,86.48231040564374,84.62039682539682,4.0,8.0,-4.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-100.0,6.196581196581178,15.272727272727336,38.727272727272776,-84.72727272727266,0.0,54.389557906433716,0.0,1.792926931366174,0.35858538627323483,1.434341545092939,-2.357887040760376,-2.386130039391965,-2.357887040760376
2,1571788800000,53.3,53.43,47.59,49.52,2595.33421,-1487.1691071148662,-2820.7492899999997,-0.3102653054240916,-2785.7097577714276,0.0,-806693.7937831132,-425647.0806221264,-218.0452354452327,1000.0,51.998896627819455,0.0,52.550000000000004,56.962618270369646,48.13738172963036,16.793980096554296,0.15666642633170935,0.0,0.0,52.84555555555556,56.352222222222224,49.338888888888896,13.271377809549831,0.025823827629910777,0.0,0.0,47.59,55.75,51.67,15.528068506184578,0.23651960784313733,0.0,-0.49346872184479906,-0.11515870163391782,-0.3783100202108812,52.550000000000004,52.550000000000004,53.74360946745562,54.23707818930042,0.0,0.0,0.0,0.054383692532910755,0.23251332951570738,-0.17812963698279663,-0.026012817459910246,3.099060735763275,-100.00000000000014,36.07536155202822,-407.05460514087594,-393.2323766213246,-13.822228519551345,51.67,51.67,51.67,51.67,86.48231040564374,84.62039682539682,4.0,12.0,-8.0,-1.0,55.75,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-100.0,21.10266159695817,23.651960784313733,33.702168746286425,-76.34803921568627,0.0,53.24417935165149,0.0,12.69036301931287,2.8249409128811616,9.865422106431708,-7.30063646574316,-7.580857930547413,-9.486382745384747
3,1571875200000,49.47,50.3,48.34,49.98,2468.99991,175.62675064023256,-351.74937999999975,0.024183625952758588,-2225.5026554326546,0.0,-94467.39915028976,-315253.8534648475,-166.54094081182672,1009.2891760904683,51.16292392578672,0.0,51.9075,56.32983818245506,47.485161817544935,17.039303308597272,0.2820722974503559,0.0,0.0,52.01916666666667,55.13916666666667,48.89916666666667,11.99557855277701,0.1732104700854687,0.0,0.0,47.59,55.75,51.67,15.720271637046663,0.29289215686274445,0.0,-0.7571464378584594,-0.24355624887882615,-0.5135901889796333,51.9075,51.9075,53.1645926263086,53.921739064167056,0.0,0.0,0.0,0.11178391763417156,0.33469030960290447,-0.2229063919687329,-0.056077809676706905,4.144012621095591,-76.5470217419273,36.717861552028225,-414.3042229562326,-398.50033820505155,-15.803884751181045,51.67,51.67,51.67,51.67,86.48231040564374,84.62039682539682,4.0,12.0,-8.0,-1.0,55.5868,0.0,0.0,0.0,8.856842539563928,0.0,0.0,0.0,-99.24096400834831,30.929487179487143,29.289215686274442,22.737967914438503,-70.71078431372557,0.0,52.316802632584185,0.0,18.669104041003077,5.993773538505545,12.675330502497532,0.928917609046831,0.9246297030465644,-8.64558581612137
4,1571961600000,49.59,58.37,49.12,57.04,4221.79647,3183.371478996991,3870.0470900000005,0.2772002453498409,2350.4095922291544,42.14697650022319,969522.1048872585,5940.136123178992,619.291178976959,1009.2891760904683,52.515929899102794,0.0,52.934000000000005,58.63530651693101,47.232693483069,21.541189091816243,0.8600929004436548,0.0,0.0,52.584,56.92999999999999,48.238,16.52974288757035,1.0126553152323983,1.0,0.0,47.59,58.37,52.980000000000004,20.36498280878073,0.8766233766233767,0.0,-0.3919122103721904,-0.27322744117749903,-0.11868476919469134,52.934000000000005,52.934000000000005,53.760809145338044,54.152721355710234,0.0,0.0,0.0,0.2765296221985939,0.29960427941516543,-0.023074657216571537,-0.0653516280393424,5.497278953267703,69.11812693751011,35.69136155202822,-402.7217596294411,-399.3446224899295,-3.3771371395116034,52.980000000000004,52.980000000000004,52.980000000000004,52.980000000000004,86.48231040564374,84.62039682539682,20.0,12.0,8.0,47.59,55.5868,1.0,0.0,0.0,63.008533640023,0.0,0.0,0.0,-87.67852515723978,54.21076852277957,87.66233766233766,46.86783804430862,-12.337662337662328,0.0,53.63960620093434,0.0,29.95331905977675,10.785682642759788,19.16763641701696,14.125650260104038,13.21298506992341,4.2588192286602045
5,1572048000000,57.21,63.07,54.28,57.08,5085.38772,1337.8212142870902,8955.43481,0.08074046622480727,2043.6961517392747,62.389916363131434,852141.5157702082,175180.41205258484,599.9223945926029,1009.2891760904683,54.24306096420809,0.0,53.625,59.67785332164371,47.57214667835629,22.574744323146703,0.7854025875404627,0.0,0.0,53.510555555555555,58.59722222222223,48.42388888888889,19.011825288883824,0.8508628221930967,0.0,0.0,47.59,63.07,55.33,28.86713286713286,0.613049095607235,0.0,-0.09810291863369969,-0.23820253666873917,0.14009961803503948,53.625,53.625,54.27145389220911,54.36955681084281,0.0,0.0,0.0,0.4582354179991358,0.32257880544173234,0.13565661255740347,-0.06000919860734341,6.9539127131304594,126.90610257190693,35.000361552028224,-394.9248943992289,-398.6080011414794,3.6831067422505157,55.33,55.33,55.33,55.33,86.48231040564374,84.62039682539682,24.0,12.0,12.0,47.805600000000005,55.5868,0.0,0.0,0.0,63.142149475660275,0.0,0.0,0.0,-79.20926952508273,47.77195281782436,61.304909560723495,59.41882096977853,-38.695090439276505,-0.1843333333333348,54.983547394946,0.0,38.316195294048114,16.291785173017452,22.024410121030662,0.07012622720896644,0.07010165025951309,4.3319320051179
6,1572134400000,56.61,62.57,54.78,59.77,1028.44202,1626.9467629135352,9983.876830000001,0.09245148402398187,2146.9551348908076,64.9111810447512,0.0,145983.67671048737,52.0334125827239,1056.853785124865,54.52340063333453,0.0,54.50285714285714,61.56673478526706,47.43897950044722,25.921127855351983,0.87282234516069,0.0,0.0,54.300476190476196,59.77333333333333,48.82761904761905,20.157676421324016,0.9996954668058822,0.0,0.0,47.59,63.07,55.33,28.40218075068148,0.7868217054263568,0.0,0.3477944229692085,-0.12100314474114963,0.46879756771035813,54.50285714285714,54.50285714285714,55.11738406263848,54.76958963966927,0.0,0.0,0.0,0.524546046910344,0.40373469170335524,0.12081135520698877,-0.035338275131596784,8.386501420346118,118.76683372540985,34.122504409171086,-385.0196355942559,-396.6668060633046,11.647170469048717,55.33,55.33,55.33,55.33,86.48231040564374,84.62039682539682,28.000000000000004,12.0,16.000000000000004,48.41617600000001,55.5868,0.0,0.0,0.0,70.78477516457286,0.0,0.0,0.0,-69.3745528913634,51.0832680762203,78.68217054263567,75.88313925523228,-21.317829457364326,-0.014285714285712459,56.77514762767645,0.0,30.12557724813619,19.0585435880412,11.067033660094989,4.712683952347585,4.605007022752705,9.248766221897275
7,1572220800000,60.36,62.57,57.58,57.89,4555.74835,-2362.7567019161197,5428.128480000001,-0.10665343569489998,616.7034159064051,72.97741663413233,153344.72985102425,147035.25573056407,-94.82886125019019,1056.853785124865,55.515275280711194,0.0,54.92625,61.90338363423692,47.94911636576309,25.405461447802875,0.7123902275181333,0.0,0.0,54.931250000000006,60.34375,49.51875,19.706451245875527,0.7733256351039262,0.0,0.0,47.59,63.07,55.33,28.18324571584624,0.6653746770025839,0.0,0.543209212852183,0.01183932677751691,0.5313698860746662,54.92625,54.92625,55.5439403606941,55.00073114784192,0.0,0.0,0.0,0.592448779769505,0.44279409132783965,0.1496546884416654,-0.0054096894648846166,9.681431772460583,100.32543993562201,33.69911155202822,-380.2423026759094,-394.61374313988017,14.371440463970771,55.33,55.33,55.33,55.33,86.48231040564374,84.62039682539682,28.000000000000004,12.0,16.000000000000004,49.00232896000001,55.5868,0.0,0.0,0.0,61.22911264018776,0.0,0.0,0.0,-62.45850339673322,47.69147091236833,66.5374677002584,68.84151593453919,-33.46253229974161,1.1642499999999956,57.16890133764401,0.0,34.88023779913719,22.222882430260398,12.657355368876793,-3.1453906642128215,-3.1959204745248826,5.812465728386029
8,1572307200000,57.88,60.78,57.88,59.97,6107.57957,333.00255656662785,11535.708050000001,0.011783041460477128,2343.426571576917,79.35956860515981,-35374.078638487415,124234.08893443263,76.15054835338617,1056.853785124865,56.38578714150305,0.0,55.486666666666665,62.78883072946339,48.18450260386994,26.32042795673457,0.8069866203208955,0.0,0.0,55.443703703703704,60.577037037037044,50.31037037037037,18.517281460006156,0.9408730158730151,0.0,0.0,47.59,63.07,55.33,27.89859425687852,0.7997416020671834,0.0,0.856047476004349,0.18068095662288333,0.6753665193814657,55.486666666666665,55.486666666666665,56.22487261289501,55.36882513689066,0.0,0.0,0.0,0.611189111898033,0.48586562547325524,0.1253234864247778,0.03420178973047426,10.814130915242936,86.01512718230319,33.13869488536156,-373.91886820012826,-392.3143125910189,18.395444390890646,55.33,55.33,55.33,55.33,86.48231040564374,84.62039682539682,36.0,12.0,24.0,49.565035801600004,55.5868,0.0,0.0,0.0,66.60118840923215,0.0,0.0,0.0,-54.91393652246316,50.21793373155884,79.97416020671834,75.06459948320413,-20.025839793281666,2.677777777777777,58.15108938673175,0.0,40.70271227491835,25.91884839919199,14.783863875726357,3.59302124719294,3.52997790895051,9.614330104185708
9,1572393600000,59.57,61.12,57.11,57.97,1556.28832,-555.7506236827489,9979.419730000001,-0.01863842947589121,1563.9975413516433,74.91256604166999,-55397.8327100735,104274.98652948749,167.54440319175865,1021.6077025794301,56.5083146381454,5.020999999999999,55.735,62.82086903632857,48.64913096367143,25.42699932296965,0.6577082492310661,0.0,0.0,55.772666666666666,60.79366666666666,50.751666666666665,18.00523553951158,0.718814313217819,0.0,0.0,47.59,63.07,55.33,27.774289046380186,0.6705426356589146,0.0,0.9318489929924567,0.330914563896798,0.6009344290956586,55.735,55.735,56.4933537493727,55.561504756380245,0.0,0.0,0.0,0.6206869541959777,0.506587432656752,0.11409952153922576,0.07133982049453759,11.882903427896146,61.899783957070106,32.890361552028224,-371.1168109900423,-391.0292527966842,19.91244180664188,55.33,55.33,55.33,55.33,86.48231040564374,84.62039682539682,36.0,12.0,24.0,50.10523436953601,55.5868,0.0,0.0,0.0,58.244357893180954,0.0,0.0,0.0,-49.83580961598079,49.15954868399499,67.05426356589146,71.18863049095607,-32.94573643410854,3.3825000000000003,58.08109063940227,0.0,32.83642258712467,27.30236323677853,5.534059350346144,-3.3350008337502124,-3.391880182877749,5.958691281301398
10,1572480000000,58.05,59.64,57.11,58.29,1339.82011,-645.7780619040936,11319.239840000002,-0.020726394007742826,1401.8182404728373,71.4866187892653,-139735.17683653792,79873.97019288495,-44.506292011469476,1027.2470757866997,56.58736714258389,4.7719,55.96727272727273,62.88124851237819,49.053296942167265,24.707209939627088,0.6679733444924005,0.0,0.0,56.15866666666667,61.15766666666666,51.159666666666666,17.80312922908899,0.7131759685270394,0.0,0.0,47.59,63.07,55.33,27.65902150607497,0.6912144702842375,0.0,1.006145349686939,0.4659607210548262,0.5401846286321128,55.96727272727273,55.96727272727273,56.76976086485383,55.76361551516689,0.0,0.0,0.0,0.631895947401023,0.5384547721846055,0.09344117521641748,0.10618276294754635,12.856687902659353,50.136345929100074,32.658088824755495,-363.56755501377273,-388.0967393999874,24.529184386214695,55.33,55.33,55.33,55.33,86.48231040564374,84.62039682539682,36.0,12.0,24.0,50.623824994754564,55.5868,0.0,0.0,0.0,59.12802742277222,0.0,0.0,0.0,-45.616678161143966,48.11062322112509,69.12144702842376,72.04995693367785,-30.87855297157624,3.0876363636363635,58.086693416731286,0.0,25.50294004190345,26.942478597803515,-1.4395385559000644,0.5520096601690616,0.5504916705817209,6.543593492962896
