1562328000000,0.00449,0.0046,0.00355,0.0036276,1583292780.0
1562349600000,0.0036216,0.0038736,0.0035792,0.0038701,345004880.0
1562371200000,0.0038741,0.0039426,0.0037,0.003707,333566218.0
1562392800000,0.0037039,0.0037618,0.0035901,0.0036351,207304279.0
1562414400000,0.0036317,0.00368,0.0035171,0.0035407,257025821.0
1562436000000,0.0035407,0.0035602,0.0033652,0.0035,212847969.0
1562457600000,0.003504,0.0035239,0.0034,0.0034717,149305790.0
1562479200000,0.0034717,0.0035618,0.0034664,0.0035004,126135207.0
1562500800000,0.003497,0.00365,0.0034399,0.0036048,144478840.0
1562522400000,0.0036048,0.0036048,0.0035045,0.0035377,110694155.0
1562544000000,0.0035378,0.0035618,0.00347,0.0034793,53668335.0
1562565600000,0.0034782,0.0035544,0.0034262,0.003549,100286036.0
1562587200000,0.0035403,0.003556,0.0034,0.00348,62092984.0
1562608800000,0.00348,0.0035255,0.0034378,0.003458,92398333.0
1562630400000,0.003462,0.003582,0.003442,0.0035214,81642040.0
1562652000000,0.0035297,0.0035378,0.0033564,0.0034088,80874081.0
1562673600000,0.0034013,0.0035138,0.0033986,0.0034877,61099298.0
1562695200000,0.0034851,0.0034979,0.00341,0.0034545,29760163.0
1562716800000,0.0034576,0.0035294,0.003451,0.0035189,36379413.0
1562738400000,0.0035246,0.0035294,0.0034766,0.0034843,54863795.0
1562760000000,0.0034843,0.003523,0.0033223,0.0033506,80809336.0
1562781600000,0.003344,0.0034287,0.003251,0.0033421,69222322.0
1562803200000,0.0033358,0.0033395,0.0031164,0.0031652,59040083.0
1562824800000,0.003162,0.0032224,0.0031161,0.0031984,34204107.0
1562846400000,0.0031984,0.0032772,0.0031186,0.0032334,52319384.0
1562868000000,0.0032295,0.0032565,0.0030909,0.003209,57247820.0
1562889600000,0.0032105,0.0033069,0.0031562,0.0032688,68563817.0
1562911200000,0.0032683,0.0033598,0.0032683,0.003335,58144950.0
1562932800000,0.0033329,0.00334,0.0032201,0.0032539,66311221.0
1562954400000,0.0032474,0.0033168,0.0032128,0.0032622,35602585.0
1562976000000,0.0032626,0.0032653,0.0032035,0.0032263,14225123.0
1562997600000,0.0032268,0.0032332,0.0031358,0.0031616,32181846.0
1563019200000,0.0031701,0.0032185,0.0031553,0.0032002,26633479.0
1563040800000,0.0032002,0.0032591,0.0031358,0.0032532,37691492.0
1563062400000,0.0032474,0.0032611,0.0031807,0.0032019,21738741.0
1563084000000,0.0032019,0.0032788,0.0030001,0.0031168,93940475.0
1563105600000,0.0031029,0.0031384,0.0029434,0.0030311,71343984.0
1563127200000,0.003031,0.0030405,0.0029008,0.0029175,29635254.0
1563148800000,0.0029175,0.0029548,0.0028011,0.00292,72811116.0
1563170400000,0.0029314,0.003,0.002889,0.0029528,27412814.0
1563192000000,0.0029567,0.0030424,0.0028277,0.0029651,71562449.0
1563213600000,0.0029624,0.0031354,0.0029454,0.0030712,48241269.0
1563235200000,0.0030624,0.0031009,0.0029833,0.0030209,26441814.0
1563256800000,0.0030118,0.0030603,0.0029945,0.0030452,17247276.0
1563278400000,0.003043,0.0030477,0.0027678,0.0028341,58693037.0
1563300000000,0.0028394,0.0028707,0.0027323,0.0027994,56698311.0
