1597773600000,2.09,4.44,2.0,3.1,6039881.97
1597795200000,3.1,3.14,2.64,2.9255,7736437.45
1597816800000,2.9255,3.1999,2.9,3.0,4211963.59
1597838400000,3.0,3.0298,2.9,2.982,2233238.93
1597860000000,2.983,3.035,2.72,2.95,1714134.95
1597881600000,2.9449,2.999,2.6759,2.7344,1979340.37
1597903200000,2.7345,2.915,2.6833,2.8715,1964731.92
1597924800000,2.8715,3.1111,2.8,3.0286,2916263.18
1597946400000,3.0289,3.029,2.6,2.9,4180528.13
1597968000000,2.8978,2.957,2.6826,2.8641,2728310.06
1597989600000,2.8679,3.09,2.84,2.8951,3077575.44
1598011200000,2.8954,2.9717,2.8311,2.9375,1653383.41
1598032800000,2.9347,3.028,2.82,2.833,2305884.83
1598054400000,2.8387,2.96,2.782,2.9301,1512661.18
1598076000000,2.9354,4.019,2.9015,3.8153,17260989.69
1598097600000,3.8205,4.19,3.501,4.1582,13079754.24
1598119200000,4.1646,4.55,3.9333,4.4546,9758071.4
1598140800000,4.4756,4.4864,4.0202,4.1473,6053517.37
1598162400000,4.1473,4.2691,3.717,3.7399,6526899.02
1598184000000,3.7418,3.9736,3.7032,3.7676,7283343.93
1598205600000,3.7633,4.1285,3.7525,3.9779,3981549.33
1598227200000,3.9805,4.0416,3.78,3.969,4230035.84
1598248800000,3.9688,4.1601,3.9001,4.1541,5794611.74
1598270400000,4.1541,4.4999,4.1,4.4251,8433712.65
1598292000000,4.4276,4.7983,4.275,4.5759,7385592.89
1598313600000,4.5759,4.9947,4.48,4.8531,7950620.58
1598335200000,4.8589,4.98,4.525,4.9248,7506270.77
1598356800000,4.9301,5.4234,4.6188,5.356,13237936.56
1598378400000,5.365,5.77,5.175,5.5412,10762542.08
1598400000000,5.5412,5.685,5.3,5.3152,7037385.68
1598421600000,5.3152,5.7432,5.1015,5.421,7963656.46
1598443200000,5.4255,6.57,5.3359,6.33,14308789.7
1598464800000,6.3285,6.4183,5.8022,6.0708,8501687.9
1598486400000,6.0708,6.42,5.992,6.1724,5613804.91
1598508000000,6.1691,6.8,5.6055,5.7465,16027376.46
1598529600000,5.7465,6.33,5.2001,5.5449,15939185.69
1598551200000,5.5449,5.8159,5.4564,5.6547,5045969.36
1598572800000,5.6569,6.1184,5.62,5.8648,5988558.7
1598594400000,5.8646,5.8702,5.462,5.7313,5508632.69
1598616000000,5.7312,6.35,5.7053,6.16,9138536.47
1598637600000,6.16,6.331,5.98,6.1812,3383444.77
1598659200000,6.1769,6.215,6.0032,6.1996,2448571.31
1598680800000,6.1934,6.556,6.1443,6.286,5806910.88
1598702400000,6.286,6.51,6.1653,6.3527,4761147.92
1598724000000,6.351,6.4499,6.074,6.1333,2343814.85
1598745600000,6.1339,6.251,5.889,6.0288,4217417.52
1598767200000,6.0287,6.1498,5.928,6.0526,2659383.49
1598788800000,6.0507,6.099,5.6999,6.0107,4395490.72
1598810400000,6.0128,6.12,5.8428,5.8912,1994244.18
1598832000000,5.8875,6.0384,5.8168,5.9477,1895553.42
1598853600000,5.9453,5.9731,5.7541,5.9297,2454919.94
1598875200000,5.9338,6.4662,5.8255,6.3512,7046666.72
1598896800000,6.3513,6.361,6.0973,6.2718,2166907.63
1598918400000,6.2712,6.678,6.12,6.5504,4261073.41
1598940000000,6.5519,6.8619,6.2,6.375,5656752.12
1598961600000,6.3751,6.62,6.1822,6.4162,4462646.72
1598983200000,6.4179,6.457,6.2,6.239,1949792.57
1599004800000,6.24,6.4472,6.1133,6.2701,2693766.28
1599026400000,6.2725,6.303,5.58,5.9395,5556182.23
1599048000000,5.9368,6.109,5.65,5.9571,4564365.89
1599069600000,5.9524,6.3,5.8209,6.1374,2686185.64
1599091200000,6.1375,6.2681,5.864,5.925,3056514.11
1599112800000,5.93,6.1571,5.7456,5.7918,3227006.8
1599134400000,5.7855,6.3325,5.5471,6.2103,10318267.16
1599156000000,6.2115,6.2345,5.62,5.6743,4638079.44
1599177600000,5.6743,5.99,5.6728,5.8,4333599.13
1599199200000,5.7952,5.86,5.0,5.3117,11340926.49
1599220800000,5.3117,5.37,4.5,4.9853,8620534.95
1599242400000,4.982,5.45,4.8793,5.1019,4019789.82
1599264000000,5.0987,5.3147,4.9735,4.9797,2478833.94
1599285600000,4.9729,5.1093,4.29,4.5948,7870178.67
1599307200000,4.5943,4.748,4.062,4.1467,10587479.2
1599328800000,4.1479,4.308,3.5321,4.1456,11854810.5
1599350400000,4.1456,4.2776,3.7298,3.9632,5209756.83
1599372000000,3.9656,4.8394,3.9055,4.7951,7743663.87
1599393600000,4.7945,4.912,4.4001,4.6765,7099108.94
1599415200000,4.6765,4.921,4.5828,4.784,3556164.9
1599436800000,4.7849,4.8367,4.3226,4.3624,3855971.75
1599458400000,4.3569,4.6,4.171,4.217,4228988.24
1599480000000,4.2191,4.59,4.001,4.48,5701877.93
1599501600000,4.4801,4.662,4.2925,4.5944,2302775.9
1599523200000,4.5967,4.6339,4.37,4.4063,2217537.95
1599544800000,4.399,4.5034,4.135,4.2401,3049074.51
1599566400000,4.2401,4.42,4.141,4.3774,3127868.71
1599588000000,4.3816,4.39,4.1067,4.2787,2055265.53
1599609600000,4.2657,4.36,4.077,4.2577,2198064.25
1599631200000,4.2582,4.4899,4.188,4.4417,2428031.47
1599652800000,4.4462,4.7935,4.4,4.72,4325603.04
1599674400000,4.7206,4.7888,4.5772,4.7003,2274277.38
1599696000000,4.7003,4.8894,4.6701,4.6701,2558911.99
1599717600000,4.6705,4.7194,4.52,4.6985,2254270.03
1599739200000,4.698,4.775,4.4603,4.527,3260044.21
1599760800000,4.5253,4.6465,4.4308,4.5796,1839165.84
1599782400000,4.5781,4.6109,4.31,4.4426,2709499.62
1599804000000,4.4426,4.4717,4.3477,4.3852,1434140.96
1599825600000,4.3825,4.75,4.3812,4.5118,3742341.54
1599847200000,4.511,4.6517,4.4774,4.6498,1127023.06
1599868800000,4.6433,4.6662,4.4998,4.5304,1216623.86
1599890400000,4.5332,4.725,4.5028,4.6941,2252844.92
1599912000000,4.6941,5.2353,4.59,5.115,5323930.4
1599933600000,5.115,5.296,5.0603,5.1385,3772659.0
1599955200000,5.1379,5.39,5.0711,5.3265,3437523.9
1599976800000,5.3321,5.4771,5.02,5.0549,4435395.54
1599998400000,5.0512,5.2,4.7668,4.9209,5646343.4
1600020000000,4.921,5.3517,4.847,5.3213,2743382.9
1600041600000,5.3198,5.415,5.0911,5.1823,3591618.93
1600063200000,5.1854,5.3268,5.133,5.2933,2307676.95
1600084800000,5.2911,5.5761,5.2518,5.3981,5644619.81
1600106400000,5.3987,5.4836,5.284,5.3555,2744093.91
1600128000000,5.3597,5.4399,5.206,5.2144,2113273.89
1600149600000,5.2145,5.45,5.1513,5.3602,2729718.84
1600171200000,5.3607,5.4038,5.186,5.2684,3340932.98
1600192800000,5.2727,5.2942,5.012,5.0535,2122519.5
1600214400000,5.0535,5.1873,4.9578,5.1509,2609810.27
1600236000000,5.1517,5.28,5.0864,5.1763,1950380.68
1600257600000,5.18,5.2024,5.0,5.0707,2398697.67
1600279200000,5.0707,5.1294,4.9877,5.0712,1143829.53
1600300800000,5.0739,5.4,5.043,5.2508,2853272.95
1600322400000,5.2508,5.2586,5.045,5.1845,2786021.52
1600344000000,5.1846,5.3871,5.0968,5.3245,3033218.88
1600365600000,5.3239,5.4261,5.2,5.3354,2301485.98
1600387200000,5.3313,5.3483,5.2283,5.279,1260596.01
1600408800000,5.2778,5.455,5.2431,5.2991,2058884.93
1600430400000,5.2991,5.326,5.1164,5.1498,2691936.71
1600452000000,5.1483,5.294,5.0939,5.2616,1230483.91
1600473600000,5.2595,5.264,5.1209,5.137,824354.73
1600495200000,5.1377,5.2,5.0926,5.1945,988912.73
1600516800000,5.1977,5.21,4.9966,5.005,1577018.95
1600538400000,5.0072,5.0073,4.7862,4.924,2734131.03
1600560000000,4.9205,4.9707,4.8233,4.9211,1159896.01
1600581600000,4.9169,4.9383,4.8046,4.8555,974734.93
1600603200000,4.8551,4.8592,4.3715,4.6124,6886256.71
1600624800000,4.6107,4.7025,4.4622,4.6518,2379540.12
1600646400000,4.656,4.6969,4.5714,4.6169,1240635.56
1600668000000,4.6204,4.6697,4.05,4.2101,8183500.8
1600689600000,4.2086,4.2212,3.91,4.0071,6434708.83
1600711200000,4.0067,4.2148,3.9952,4.0691,2390188.82
1600732800000,4.07,4.163,4.0135,4.0786,1968616.05
1600754400000,4.077,4.1186,3.9,4.0228,2768286.61
1600776000000,4.0197,4.1998,3.9719,4.1959,2276039.41
1600797600000,4.1992,4.2103,4.1082,4.1625,1010506.21
1600819200000,4.1623,4.2062,4.0158,4.0882,1523925.19
1600840800000,4.086,4.2,3.9501,4.138,2290548.34
1600862400000,4.1379,4.3241,4.1212,4.1858,3018169.49
1600884000000,4.1813,4.1813,3.94,4.0077,2599973.99
1600905600000,4.0128,4.15,3.9616,4.1307,1524031.12
1600927200000,4.13,4.2823,4.0788,4.245,2011127.5
1600948800000,4.2457,4.4461,4.16,4.388,3114983.57
1600970400000,4.3899,4.49,4.3384,4.3782,1713824.83
1600992000000,4.3784,4.4029,4.2756,4.2793,1375094.5
1601013600000,4.2757,4.368,4.241,4.3087,1527809.39
1601035200000,4.3082,4.49,4.255,4.4689,2187786.22
1601056800000,4.4724,4.5299,4.3647,4.4139,1575801.97
1601078400000,4.4139,4.4819,4.3682,4.4305,886619.08
1601100000000,4.4299,4.4674,4.33,4.3366,910405.89
1601121600000,4.3367,4.3367,4.224,4.283,1377669.19
1601143200000,4.2838,4.3621,4.2322,4.3308,716181.9
1601164800000,4.3329,4.3641,4.2852,4.3427,786985.42
1601186400000,4.3454,4.3555,4.1391,4.1542,1377183.96
1601208000000,4.155,4.265,4.1152,4.2055,847278.98
1601229600000,4.2085,4.3281,4.175,4.2962,802878.79
1601251200000,4.2999,4.3626,4.2717,4.3437,1380391.82
1601272800000,4.3455,4.5399,4.2474,4.4996,2869199.13
1601294400000,4.5002,4.5939,4.4288,4.4921,3802777.38
1601316000000,4.4891,4.529,4.3057,4.4501,1783548.48
1601337600000,4.45,4.6112,4.408,4.4933,2763290.02
1601359200000,4.4957,4.5569,4.331,4.5111,1886322.84
1601380800000,4.509,4.5145,4.331,4.3873,2338324.53
1601402400000,4.3932,4.53,4.3779,4.4969,765080.46
1601424000000,4.497,4.5,4.305,4.312,1843119.07
1601445600000,4.3122,4.3724,4.2351,4.2574,880427.56
1601467200000,4.2551,4.3571,4.2288,4.2956,976612.58
1601488800000,4.2958,4.406,4.26,4.3458,718107.56
1601510400000,4.3459,4.4585,4.3428,4.4532,769563.75
1601532000000,4.4568,4.5795,4.4483,4.5765,2126325.29
1601553600000,4.5766,4.5858,4.2317,4.2688,3499572.62
1601575200000,4.2693,4.36,4.2578,4.3468,962784.9
1601596800000,4.3427,4.3621,4.0879,4.1242,1590160.36
1601618400000,4.1242,4.1922,3.8882,3.97,3060759.62
1601640000000,3.9702,4.1,3.9337,4.0758,1868903.66
1601661600000,4.0777,4.1415,4.0416,4.1282,1228765.19
1601683200000,4.128,4.1284,4.0654,4.0851,1086997.72
1601704800000,4.0851,4.1349,4.0263,4.1067,992114.78
1601726400000,4.1091,4.1112,4.0526,4.106,430246.05
1601748000000,4.103,4.1268,4.0556,4.0607,569577.96
1601769600000,4.0606,4.0855,4.0111,4.0686,440042.8
1601791200000,4.0691,4.1173,4.0511,4.0927,522843.12
1601812800000,4.09,4.1309,4.045,4.0865,653918.84
1601834400000,4.0866,4.199,4.084,4.177,1176189.74
1601856000000,4.1744,4.2337,4.1554,4.1799,712083.49
1601877600000,4.1828,4.25,4.106,4.1565,1957141.3
1601899200000,4.1557,4.2285,4.1345,4.1671,829950.05
1601920800000,4.1675,4.2106,4.1497,4.1621,863006.32
1601942400000,4.1589,4.18,4.1,4.1048,846341.9
1601964000000,4.1023,4.1143,3.9564,3.9956,1547334.1
1601985600000,3.9945,4.0457,3.789,3.9189,3598419.26
1602007200000,3.9184,3.9987,3.606,3.7465,3264284.72
1602028800000,3.7461,3.8571,3.6,3.807,3074566.9
1602050400000,3.8065,3.841,3.6601,3.7098,2272856.3
1602072000000,3.7066,3.8204,3.7045,3.7868,1837837.89
1602093600000,3.7847,3.8964,3.7817,3.8517,1413814.76
1602115200000,3.8538,3.861,3.755,3.7719,938245.85
1602136800000,3.7693,3.7957,3.6333,3.7415,2469922.16
1602158400000,3.7416,4.1296,3.7233,4.0542,4100352.23
1602180000000,4.0585,4.1625,4.0269,4.1163,1023138.36
1602201600000,4.1145,4.1223,4.0202,4.0483,1021505.22
1602223200000,4.0484,4.2409,4.0087,4.1797,2068860.97
1602244800000,4.1811,4.35,4.1498,4.3191,2205923.47
1602266400000,4.3215,4.35,4.2146,4.2541,1104083.19
1602288000000,4.2546,4.489,4.254,4.3818,1866151.74
1602309600000,4.3811,4.4392,4.2719,4.3162,1280756.23
1602331200000,4.3135,4.392,4.2614,4.3232,1234599.21
1602352800000,4.3242,4.3348,4.23,4.2606,800980.38
1602374400000,4.2579,4.2852,4.1683,4.2075,940929.07
1602396000000,4.2063,4.3355,4.1855,4.2789,1108812.03
1602417600000,4.2789,4.314,4.2142,4.3139,1130971.35
1602439200000,4.314,4.3183,4.2132,4.245,494954.13
1602460800000,4.2464,4.3818,4.2224,4.3578,1291522.56
1602482400000,4.3603,4.3954,4.1899,4.2296,1735481.41
1602504000000,4.2292,4.4501,4.2138,4.4054,1882201.28
1602525600000,4.4054,4.44,4.2829,4.3075,1318917.87
1602547200000,4.3099,4.3464,4.2788,4.3313,1082154.17
1602568800000,4.329,4.3352,4.2728,4.306,953858.58
1602590400000,4.3085,4.3187,4.1302,4.1955,1778899.71
1602612000000,4.196,4.2667,4.15,4.2473,828266.8
1602633600000,4.2515,4.3,4.2244,4.2764,837095.57
1602655200000,4.2764,4.3795,4.2397,4.248,1485559.91
1602676800000,4.2469,4.363,4.1157,4.1541,2019346.87
1602698400000,4.1523,4.201,4.0836,4.1829,897193.31
1602720000000,4.1816,4.1873,4.089,4.1629,1021414.78
1602741600000,4.1585,4.1805,4.02,4.0563,1178944.83
1602763200000,4.0545,4.1677,4.0325,4.1384,1068701.65
1602784800000,4.1408,4.1809,4.0762,4.099,557602.52
1602806400000,4.099,4.1562,3.8,3.9503,2585342.4
1602828000000,3.9508,3.9941,3.8479,3.9603,1622662.23
1602849600000,3.9621,3.9999,3.9102,3.953,892676.43
1602871200000,3.9511,3.9844,3.8871,3.9106,443357.12
1602892800000,3.9132,3.9646,3.8607,3.9382,624400.22
1602914400000,3.9382,3.9679,3.917,3.9501,339527.27
1602936000000,3.9525,3.9799,3.9171,3.95,509662.71
1602957600000,3.9489,3.9683,3.9071,3.9663,265016.43
1602979200000,3.9652,4.05,3.954,4.0486,613962.28
1603000800000,4.0485,4.1184,4.0417,4.0745,719056.17
1603022400000,4.0745,4.125,4.0499,4.0865,794229.66
1603044000000,4.0871,4.1122,4.053,4.1068,328757.39
1603065600000,4.107,4.1229,4.0231,4.0323,542127.22
1603087200000,4.0312,4.0599,4.0232,4.025,541869.27
